movie,review
the_two_popes," Meh, it passed the time  ""Absolutely fantastic Can’t wait to watch it againz"
mike_wallace_is_here,"  ""Interesting documentary. Although, no real new information.  ""Ego ego ego puff piece. A big disappointment.  ""decent guy, decent values  ""Reminder that Mike Wallace interviewed all of the major personalities of his era. "
ray_and_liz,"  ""One of the greatest movies I""ve seen for years!  ""Very stupid movie that I have ever heard in my life. "
be_natural_the_untold_story_of_alice_guy_blache,"  ""It is an amazing documentary i would highly recommend it 📽  ""No idea where these stellar reviews are coming from.  Fascinating topic made SO BORING.  Terrible job.  I couldn""t even finish it.  I""ll do research on my own. My goodness."
monos,"  ""For me it\""s similar to the film ""Lord of the Flies"" from 1963  ""Quite interesting and different than your regular Hollywood stuff. A unique glimpse into the Colombian FARC situation  ""Well made and economic with its narrative. Missing some payoff. "
shadow_2018,"  ""Fotografia incrível, bela arte marcial e roteiro surpreendente.  ""A gorgeous movie. Atmospheric. The final fight scene is visual delight."
rojo_2018,"  ""Pretentious and irrelevant. "
in_fabric,"  ""camp horror at its finest  ""Unnerving viewing, but intriguing. Stylish and Soundtrack by Cavern of Antimatter a bonus.  ""A24""s ‘In Fabric"" Dresses Up a Simple Tale to Haunting Effect"
an_elephant_sitting_still," Dreadfully slow pace. Would be okay of at least something interesting was happening, but the plot is not that engaging.  ""A poetic and sorrowfull vission of the world, but real. One of the best strokes of film genius ever conceived.  ""Tragic and brilliant. What could’ve been for this talented filmmaker gone too soon. "
clemency_2019,"  ""no interesting story here - just a soap box.  ""Hard to watch but surely true to life...and death.  ""The acting is excellent but Clemency is a boring movie.  ""Important. Gripping. Amazing performances."
the_mortuary_collection," The reviews are correct. This is enjoyable horror. Would definitely watch again. So damn good!  ""Weak, by the numbers, seat of your pants roteness except for what""s his name, who""s always pretty good, except when he""s not.  ""Very fun movie! Nice twist at end I didn""t see coming.  ""Just a brilliant nod to the genre and good filmmaking to boot..."
the_lego_movie_2_the_second_part,"  ""While not as good as the original, the pieces still click together.  ""Not quite as good as the first, yet still wonderful."
citizen_k," ""Citizen K  ""Total crap. Never watch it."
the_kid_who_would_be_king,"  ""This screams the word School play  ""Entertaining fluff, really."
one_night_in_miami,"  ""Well that""s one perspective on Malcom X.  ""good story, great actings nice shots"
portrait_of_a_lady_on_fire,"  ""I thought was very well done"
minari,"  ""Out of the ordinary beautiful family story !!  ""Everything you""ve heard and more. 9/10  ""An absolutely wonderful, heart-filling movie"
ma_raineys_black_bottom,"  ""The ending was terrible. It felt like a non-sequitur.  ""was it just me that didn""t like the ending?  ""Viola Davis is brilliant, but the unfortunately not all the others rise up to her level."
soul_2020,"  ""This movie is really good, nothing to complain about  ""Really heart warming and eye opening  ""A soulful, hearty story fit for any audience."
1917_2019,"  ""The performances were great and the cinematography was just outstanding.  ""An undisputed classic.  ""It is truly captivating and a unique experience."
the_invisible_man_2020,"  ""Most horror thriller films are usually below subpar, but this movie went above it.  ""amazing movie but since I have trypophobia it made me very uncomfortable some times"
sound_of_metal," riz ahmed walking in or out of a ""golden corral""  ""Slow burner, but thought I was watching something pretty original.  ""How is this movie rated 97% it was a original story but it still was not that good"
never_rarely_sometimes_always,"  ""Raw, powerful, intimate. Stellar location shooting in mundane parts of NYC. Reminded me of some great NY set indie films from the mid-to-late 90s.  ""This movie was raw. I gave it an extra star to offset the pro lifers. I wish every person proclaiming to be pro life had to take on an unwanted child."
promising_young_woman,"  ""Not full of surprises - but it does turn on you.   Might be the freshest thing I""ve seen in years.  ""The only good thing about this movie was Bo Burnam"
hamilton_2020,"  ""My favorite musical of all time. The songs are flawless. The cast is convincing and entertaining. I loved it!  ""Super catchy, I like Lafayette and mulligan."
wolfwalkers,"  ""this cartoon has a unique animation style and awesome stories  ""absolutely love wolfwalkers"
palm_springs_2020,"  ""A quirky, cute Groundhog Day.  ""Really enjoyed the humour and the story.  ""Fresh, clever and honest!"
da_5_bloods," an amazing movie, really spectacular, the plot is beautiful and well understood, the sublime performances, a perfect movie  ""Watched the movie the first time it came out came back and loved it so rewatchable  ""Brutally bad. Script and acting is shockingly amateur. \n\nThe critics rating is sooooo suspect  ""An enjoyable film with some excellent acting and beautiful scenery."
miss_juneteenth,"  ""it is sooooooooooooooooooooooooooooo gooooooooooooooooooooooooooood  ""quaint and touching but the plot is so standard there is not much too this."
his_house,"  ""It was a very solid film,but if you are going in expecting a scary film this one is not for you.  ""Dog shit don""t waste your time"
first_cow," Really enjoyed this movie. The two main actors, supported by some wonderful cameos including Toby Jones, were marvelous. It was a poem, yes its slow but its addictive. I enjoyed it a lot.  ""I appreciate the artistic effort but this is the slowest of slow burns. It could have been a short film.  ""Agonizingly slow pacing and unwatchably dark lighting couldn""t be saved by some nice performances. I couldn""t finish watching this."
collective_2020,"  ""Stunning expose of government when corrupted. Brilliant in every respect.  ""An incredibly important film! Shows just how far and how damaging corruption reaches into everyday lives.  ""This movie is a gut-wrenching look at money in politics and how it destroys any government that allows money to have a say.  It is hard to forget this story."
76_days, This documentary ****ing sucks!!!!!!!!!!!!!!! Bull*****ed!!!!!!!!!!!!!!!!!!!!
crip_camp_a_disability_revolution,"  how far we have come as a society, and how far there is still left to go.  ""Fantastic and charming, a beautiful rigid and assembled production.  ""Brilliant film about disability justice!"
the_trial_of_the_chicago_7," Excellent historical drama and great performances all around.  ""Fantastic movie and very important that is has been made!  ""Well done. Clever. Interesting. Pacy. Recommend"
david_byrnes_american_utopia,"  ""Very moving, energetic and full of positive energy!  ""If you are a David Byrne fan, or have seen anything he has created, it is a must see.  ""Destined to be a timeless classic."
dick_johnson_is_dead,"  ""A loving tribute that is as much about capturing memories as its is about creating them. Imaginative in its storytelling.  ""Smart, creative and brave in it""s very own, very personal way."
host_2020," Spooky! Wish there had been a bit more character development though.  ""Spent a long time searching through best rated movies in this site, picked this one, only to actually end up watching one of the worst movies ever."
the_forty_year_old_version,"  ""Refreshing and promising debut."
totally_under_control,"  ""It\""s unsettling to see revisionist history happening in real time. I was halfway through this before I realized it was a ""mockumentary  I thought it was going to be legit when I started it. Even as a liberal I found it incredibly biased and extremely dishonest.  ""Absolutely horrible. Very little facts and extraordinarily biased."
saint_frances,"  ""Boring movie for feminists.  ""Poor chick flick with a rather distasteful and flippant coverage of abortion"
onward, This was cute and better than I expected
time_2020,"  ""It follows the family to a degree, whilst only vaguely developing what the family feel is unjust about the conviction... Needs more concise objectives, and a clearer storyline in reaching it  ""Acompanhe a dificuldade de uma esposa em soltar o marido da prisão nos EUA."
blow_the_man_down," Could be the new FARGO.  Spooky and surprising.  ""Smart and tight and cute"
driveways,"  ""Slow burn. Very human story.  ""Awesome. Heart warming."
the_personal_history_of_david_copperfield,"  ""Eu quero muito assistir  ""No way. this is so bad!"
the_vast_of_night,"  that we can call with no fear, CINEMA.  ""simple, thrilling, sparkling, something strange but unique  ""Horrible-put me to sleep.  Just plain stupid.  Not charming."
welcome_to_chechnya,"  ""Sexual orientation is on the line in this funny documentary!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""Some of the bravest men and women I have ever seen. A sobering documentary that everyone should see.  ""The whole world should be aware of this outrage, that nobody knows about.  It""s unbelievable that these things keep happening.  ""The filmmaker and his ""subjects"" are amazing. This documentary is horrifying, compelling, and yet somehow hopeful. Highly recommend"
all_in_the_fight_for_democracy,"  ""brilliant! an absolute must see.  ""Propaganda. Complete garbage.  ""Identity politics strikes again"
possessor_uncut,"  ""Yes, its cronenbergy  ""Ghost in the shell??"
the_truffle_hunters,"  ""Very informative and not filmed in the traditional sense. Very enjoyable  ""Enjoyable, enlightening, and touching.  Wanted more when it was over."
city_hall_2020,
mucho_mucho_amor, the Oscar goes too...
the_assistant_2020,"  ""Nothing like the preview, which said it was a thriller"
relic," Yeezus, that was disgustingly horrifying and a bit disturbing.  I think people will be watching this again for Octobers to come.  ""Idk why I keep watching critically acclaimed horror when I like my horror to be ridiculous and dramatic, not slow and atmospheric!  ""This movie was a slow burn that ended in a fizzle.  I don""t know why I was supposed to care about any of the characters. I don""t know why granny was nutty.  I don""t know what was supposed to be scary.  I don""t know why they made this movie."
